X,Y,OBJECTID,Unit_ID,Plant_ID,Unit,Unit_MW,Resource_ID,Start_Date,Retire_Date,Primary_Energy,PM_ID,Prime_Mover_Description,Prime_Move_Category
-122.718590357812346,38.751884788732958,10584,T00392,T0039,2,55,NCPA_7_GP1UN2,1983-01-01T00:00:00.000Z,,GEO,ST,Steam Turbine,SteamTurbine
-122.711329479288352,38.747628681618231,10585,T00403,T0040,3,55,NCPA_7_GP2UN3,1985-01-01T00:00:00.000Z,,GEO,ST,Steam Turbine,SteamTurbine
-122.710387789749063,38.748387926478877,10586,T00404,T0040,4,55,NCPA_7_GP2UN4,1986-05-01T00:00:00.000Z,,GEO,ST,Steam Turbine,SteamTurbine
-115.247073698213512,32.787329720085751,10587,"T004310-20, 1-9",T0043,"10-20, 1-9",24,MIRAGE_2_COCHLA,1987-12-01T00:00:00.000Z,,GEO,ST,Steam Turbine,SteamTurbine
-122.756349934954159,38.790698820774956,10588,T0046SOST3,T0046,SOST3,78,SMUDGO_7_UNIT 1,1983-12-01T00:00:00.000Z,,GEO,ST,Steam Turbine,SteamTurbine
-115.647316123708819,33.158844345136743,10589,T0047EE11,T0047,EE11,10,MIRAGE_2_COCHLA,1982-07-01T00:00:00.000Z,,GEO,ST,Steam Turbine,SteamTurbine
-115.647468822035748,33.158588327739665,10590,T0048GEN1,T0048,GEN1,11.65,MIRAGE_2_COCHLA,1990-03-01T00:00:00.000Z,,GEO,ST,Steam Turbine,SteamTurbine
-115.647368376013929,33.158505560398218,10591,T0048GEN2,T0048,GEN2,5.7,MIRAGE_2_COCHLA,1990-03-01T00:00:00.000Z,,GEO,ST,Steam Turbine,SteamTurbine
-115.647276292409103,33.158425507072614,10592,T0048GEN3,T0048,GEN3,4.4,MIRAGE_2_COCHLA,1990-03-01T00:00:00.000Z,,GEO,ST,Steam Turbine,SteamTurbine
-115.638718821536642,33.158138917387774,10593,T0049GEN1,T0049,GEN1,53.97,MIRAGE_2_COCHLA,1989-02-01T00:00:00.000Z,,GEO,ST,Steam Turbine,SteamTurbine
-122.745692096946243,38.790389485744591,10594,T0050CAST1,T0050,CAST1,48.5,SANTFG_7_UNIT 1,1984-03-01T00:00:00.000Z,,GEO,ST,Steam Turbine,SteamTurbine
-122.744962895802587,38.790303576419198,10595,T0050CAST2,T0050,CAST2,48.5,SANTFG_7_UNIT 2,1984-03-01T00:00:00.000Z,,GEO,ST,Steam Turbine,SteamTurbine
-115.536021987239849,32.715355953915548,10596,T0051Gen 1-12,T0051,Gen 1-12,48,MIRAGE_2_COCHLA,1993-06-01T00:00:00.000Z,,GEO,ST,Steam Turbine,SteamTurbine
-115.537653130166461,32.714995858700874,10597,T0051Gen 13,T0051,Gen 13,16,MIRAGE_2_COCHLA,2006-01-25T00:00:00.000Z,,GEO,ST,Steam Turbine,SteamTurbine
-115.537444953684187,32.712873434769918,10598,T0051Gen 14,T0051,Gen 14,16,MIRAGE_2_COCHLA,2008-04-04T00:00:00.000Z,,GEO,ST,Steam Turbine,SteamTurbine
-115.535825013647525,32.713551822485194,10599,T0051Gen 1-6,T0051,Gen 1-6,21,MIRAGE_2_COCHLA,1993-06-01T00:00:00.000Z,,GEO,ST,Steam Turbine,SteamTurbine
-115.536281947106659,32.713558565975141,10600,T0051Gen 7-12,T0051,Gen 7-12,27,MIRAGE_2_COCHLA,1993-06-01T00:00:00.000Z,,GEO,ST,Steam Turbine,SteamTurbine
-115.619037734384818,33.162494039520126,10601,T0053GEN1,T0053,GEN1,30.16,MIRAGE_2_COCHLA,1985-12-01T00:00:00.000Z,,GEO,ST,Steam Turbine,SteamTurbine
-115.619664926438077,33.162489790720045,10602,T0053GEN2,T0053,GEN2,9.56,MIRAGE_2_COCHLA,1985-12-01T00:00:00.000Z,,GEO,ST,Steam Turbine,SteamTurbine
-122.808627043468874,38.805158540363813,10603,T0055MCST5,T0055,MCST5,55,GYS5X6_7_UNIT 5,1971-12-01T00:00:00.000Z,,GEO,ST,Steam Turbine,SteamTurbine
-122.808702756175961,38.804661451754527,10604,T0055MCST6,T0055,MCST6,55,GYS5X6_7_UNIT 6,1971-12-01T00:00:00.000Z,,GEO,ST,Steam Turbine,SteamTurbine
-122.801539211011331,38.815220047095607,10605,T0056RLST7,T0056,RLST7,55,GYS7X8_7_UNIT 7,1972-01-01T00:00:00.000Z,,GEO,ST,Steam Turbine,SteamTurbine
-122.800926442308253,38.815074623569124,10606,T0056RLST8,T0056,RLST8,55,GYS7X8_7_UNIT 8,1972-01-01T00:00:00.000Z,,GEO,ST,Steam Turbine,SteamTurbine
-122.766691696237814,38.796467333459908,10607,T0057FUST10,T0057,FUST10,55,,1973-07-01T00:00:00.000Z,2007-12-31T00:00:00.000Z,GEO,ST,Steam Turbine,SteamTurbine
-122.766271144547673,38.796129437192164,10608,T0057FUST9,T0057,FUST9,55,,1973-07-01T00:00:00.000Z,2007-12-31T00:00:00.000Z,GEO,ST,Steam Turbine,SteamTurbine
-122.800576258349267,38.826835395175408,10609,T0058ERST11,T0058,ERST11,110,GEYS11_7_UNIT11,1975-01-01T00:00:00.000Z,,GEO,ST,Steam Turbine,SteamTurbine
-122.783899967550838,38.80455766854714,10610,T0059CCST12,T0059,CCST12,110,GEYS12_7_UNIT12,1979-01-01T00:00:00.000Z,,GEO,ST,Steam Turbine,SteamTurbine
-122.728773200833999,38.772423476065917,10611,T0060BGST13,T0060,BGST13,95,GEYS13_7_UNIT13,1980-01-01T00:00:00.000Z,,GEO,ST,Steam Turbine,SteamTurbine
-122.78266746909955,38.785638728421226,10612,T0061SSST14,T0061,SSST14,117.5,GEYS14_7_UNIT14,1980-01-01T00:00:00.000Z,,GEO,ST,Steam Turbine,SteamTurbine
-115.257803302629497,32.81499771762558,10613,T0062Ormesa 1,T0062,Ormesa 1,22.4,MIRAGE_2_COCHLA,1986-12-01T00:00:00.000Z,,GEO,ST,Steam Turbine,SteamTurbine
-115.255469200145313,32.815876277522769,10614,T0063OE1-12,T0063,OE1-12,14.4,MIRAGE_2_COCHLA,1988-12-01T00:00:00.000Z,,GEO,ST,Steam Turbine,SteamTurbine
-115.248294826688252,32.784311691436642,10615,T0066Ormesa 1H,T0066,Ormesa 1H,14.4,MIRAGE_2_COCHLA,1989-12-01T00:00:00.000Z,,GEO,ST,Steam Turbine,SteamTurbine
-115.50969804541154,33.167062717539999,10616,T00731,T0073,1,11.5,,2000-07-26T00:00:00.000Z,,GEO,ST,Steam Turbine,SteamTurbine
-117.854970567227426,39.966904299625185,10617,T0077Unit 1,T0077,Unit 1,60.5,CONTRL_1_OXBOW,1987-07-05T00:00:00.000Z,,GEO,ST,Steam Turbine,SteamTurbine
-122.76842429129934,38.834417219871597,10618,T00801,T0080,1,55,GEYS17_2_BOTRCK,1985-02-01T00:00:00.000Z,,GEO,ST,Steam Turbine,SteamTurbine
-115.540665332231072,33.015118197317491,10619,T00811,T0081,1,49.9,,2009-01-01T00:00:00.000Z,,GEO,ST,Steam Turbine,SteamTurbine
-115.57296153098639,33.203597041385429,10620,T00821,T0082,1,55,,2012-03-09T00:00:00.000Z,,GEO,ST,Steam Turbine,SteamTurbine
-116.710513947886696,33.913292334274267,10621,W0258WPRS 1,W0258,WPRS 1,40.92,CABZON_1_WINDA1,1984-12-03T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.280992941764396,35.040665915575076,10622,W0259WPRS 1,W0259,WPRS 1,4,,1982-06-24T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-116.676718937029293,33.946022065301321,10623,W0260WPRS 1,W0260,WPRS 1,29.9,PANSEA_1_PANARO,1984-11-29T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-116.614700174180101,33.926862218390688,10624,W0261WPRS 1,W0261,WPRS 1,30.9,SANWD_1_QF,1983-03-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.35891603625744,35.053590723691244,10625,W0262WPRS 1,W0262,WPRS 1,7.46,ANTLPE_2_QF,1982-12-29T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.317112408098183,35.066749941555727,10626,W0265WPRS 1,W0265,WPRS 1,46.86,ENWIND_2_WIND2,1983-12-31T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-116.623464113837443,33.940930298989365,10627,W0268WPRS 1,W0268,WPRS 1,25.24,DEVERS_1_QF,1983-01-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.263947135262072,35.043623577701752,10628,W0270WPRS 1,W0270,WPRS 1,28.28,ANTLPE_2_QF,1982-01-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.38305376434846,35.067911915003464,10629,W0271WPRS 1,W0271,WPRS 1,6.34,ANTLPE_2_QF,1984-02-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.38458858541874,35.069414878380982,10630,W0272WPRS 1,W0272,WPRS 1,6.66,ANTLPE_2_QF,1984-09-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.378943424849624,35.073087955360904,10631,W0273WPRS 1,W0273,WPRS 1,4.5,ANTLPE_2_QF,1984-12-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.369675850118128,35.105237466301674,10632,W0274WPRS 1,W0274,WPRS 1,6.34,ANTLPE_2_QF,1982-01-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.33948793714751,35.101318069838285,10633,W0275WPRS 1,W0275,WPRS 1,14.13,VINCNT_2_QF,1985-01-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.33617416794705,35.100358867532861,10634,W0276WPRS 1,W0276,WPRS 1,21.15,VINCNT_2_QF,1985-01-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-116.565237500026981,33.939405055438087,10635,W0277WPRS 1,W0277,WPRS 1,2.1,DEVERS_1_QF,1985-01-10T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-116.548025490824045,33.889869235600088,10636,W0278WPRS 1,W0278,WPRS 1,3,DEVERS_1_QF,1983-01-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-116.583455631331276,33.9386379104049,10637,W0283WPRS 1,W0283,WPRS 1,43.4,GARNET_2_WIND4,1983-01-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.392170171482292,35.059067275800295,10638,W0284WPRS 1,W0284,WPRS 1,8.71,NZWIND_6_CALWND,2012-03-24T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.349174743944005,35.056995228024128,10639,W0285WPRS 1,W0285,WPRS 1,4.5,ANTLPE_2_QF,1982-01-01T00:00:00.000Z,2015-05-31T00:00:00.000Z,WND,WT,Wind Turbine,WindTurbine
-116.560781268719552,33.919319166341403,10640,W0286WPRS 1,W0286,WPRS 1,11.7,WHTWTR_1_WINDA1,1983-01-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.243006132178181,35.263174136963521,10641,W0289WPRS 1,W0289,WPRS 1,70.65,VINCNT_2_QF,2012-12-11T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-116.732801942399803,33.912834670529065,10642,W0292WPRS 1,W0292,WPRS 1,25.15,DEVERS_1_QF,1983-01-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.313801940206432,35.069419786789801,10643,W0297WPRS 1,W0297,WPRS 1,28.5,ANTLPE_2_QF,1982-01-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-121.6437335205474,37.703331190171752,10644,W0298WPRS 1,W0298,WPRS 1,17,DEVERS_1_QF,1983-01-01T00:00:00.000Z,2015-11-01T00:00:00.000Z,WND,WT,Wind Turbine,WindTurbine
-116.59571218937225,33.904521325816241,10645,W0299WPRS 1,W0299,WPRS 1,16.2,DEVERS_1_QF,1990-04-13T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-116.567646443852439,33.943800528682509,10646,W0300WPRS 1,W0300,WPRS 1,9.08,DEVERS_1_QF,1983-01-01T00:00:00.000Z,2016-07-01T00:00:00.000Z,WND,WT,Wind Turbine,WindTurbine
-118.361474824462206,35.044607731104009,10647,W0301WPRS 1,W0301,WPRS 1,7.81,MIDWD_6_WNDLND,1982-01-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.385460517182949,35.066020079042076,10648,W0304WPRS 1,W0304,WPRS 1,20.69,VINCNT_2_QF,1985-01-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.356392594064204,35.090307877484555,10649,W0306WPRS 1,W0306,WPRS 1,16.91,MONLTS_2_MONWD4,1985-01-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.384987817392229,35.085041178419061,10650,W0310WPRS 1,W0310,WPRS 1,6.32,ANTLPE_2_QF,1982-01-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-116.618189388847114,33.935794068392084,10651,W0311WPRS 1,W0311,WPRS 1,19.17,VENWD_1_WIND3,1983-01-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.270793484401551,35.062881229694263,10652,W0312WPRS 1,W0312,WPRS 1,23.5,VINCNT_2_QF,1985-01-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.266922891777313,35.048859903833659,10653,W0313WPRS 1,W0313,WPRS 1,83.55,VINCNT_2_QF,1985-01-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-116.566829166488404,33.909268549599126,10654,W0318WPRS 1,W0318,WPRS 1,2.18,GARNET_2_WPMWD6,1986-12-22T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.272344333213127,35.046606240591096,10655,W0319WPRS 1,W0319,WPRS 1,31.5,ANTLPE_2_QF,2014-02-07T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.307041160987637,35.10402413177566,10656,W0320WPRS 1,W0320,WPRS 1,19.96,ARBWD_6_QF,2013-05-17T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-121.654292463924008,37.7398082365223,10657,W0322WPRS 1,W0322,WPRS 1,110,,1988-01-01T00:00:00.000Z,2015-11-01T00:00:00.000Z,WND,WT,Wind Turbine,WindTurbine
-121.647266812850461,37.739904564848075,10658,W0331WPRS 1,W0331,WPRS 1,16.02,ZOND_6_UNIT,1985-12-30T00:00:00.000Z,2016-07-01T00:00:00.000Z,WND,WT,Wind Turbine,WindTurbine
-121.650960131936557,37.727073836294707,10659,W0333WPRS 1,W0333,WPRS 1,72,,1988-01-01T00:00:00.000Z,2015-10-31T00:00:00.000Z,WND,WT,Wind Turbine,WindTurbine
-121.651086922850695,37.732808697721516,10660,W0336WPRS 1,W0336,WPRS 1,367.03,,1988-01-01T00:00:00.000Z,2015-11-01T00:00:00.000Z,WND,WT,Wind Turbine,WindTurbine
-121.653575750261126,37.741812926037021,10661,W0337WPRS 1,W0337,WPRS 1,43.1,,1988-01-01T00:00:00.000Z,2015-10-31T00:00:00.000Z,WND,WT,Wind Turbine,WindTurbine
-121.682809314633417,37.748699859795607,10662,W0340WPRS 1,W0340,WPRS 1,15,,1986-01-01T00:00:00.000Z,2015-11-02T00:00:00.000Z,WND,WT,Wind Turbine,WindTurbine
-121.582167362176037,37.765156491569179,10663,W0346WPRS 1,W0346,WPRS 1,56.2,ALTMID_2_UNIT 1,1985-04-16T00:00:00.000Z,2015-04-01T00:00:00.000Z,WND,WT,Wind Turbine,WindTurbine
-121.690884419842703,37.738398954413583,10664,W0347WPRS 1,W0347,WPRS 1,23.8,,1987-01-01T00:00:00.000Z,2015-10-31T00:00:00.000Z,WND,WT,Wind Turbine,WindTurbine
-121.688056186460074,37.778922805385037,10665,W0348WPRS 1,W0348,WPRS 1,18.96,FLOWD2_2_UNIT 1,1985-01-01T00:00:00.000Z,2015-10-31T00:00:00.000Z,WND,WT,Wind Turbine,WindTurbine
-121.598787147146439,37.709656959010744,10666,W0352WPRS 1,W0352,WPRS 1,21.84,LFC 51_2_UNIT 1,1985-04-02T00:00:00.000Z,2014-11-01T00:00:00.000Z,WND,WT,Wind Turbine,WindTurbine
-121.608697004729663,37.749763125886872,10667,W0353WPRS 1,W0353,WPRS 1,16.9,,1989-12-31T00:00:00.000Z,2015-04-01T00:00:00.000Z,WND,WT,Wind Turbine,WindTurbine
-121.176426491658773,37.050094572981884,10668,W0354WPRS 1,W0354,WPRS 1,18.43,INTTRB_6_UNIT,1988-06-14T00:00:00.000Z,2018-06-14T00:00:00.000Z,WND,WT,Wind Turbine,WindTurbine
-121.805068927959141,38.135053469235096,10669,W0355WPRS 1,W0355,WPRS 1,162,BRDSLD_2_HIWIND,2003-12-23T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-121.767228149403792,38.126496882939925,10670,W0356WPRS 1,W0356,WPRS 1,127.8,USWNDR_2_SMUD,2012-04-18T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-121.761559792537426,38.098865693102368,10671,W0357WPRS 1,W0357,WPRS 1,102.18,USWNDR_2_SMUD,1994-01-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-121.847576917946157,38.115626913221661,10672,W0358WPRS 1,W0358,WPRS 1,150,BRDSLD_2_SHILO1,2006-03-30T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-116.337714067971078,32.71391904339265,10673,W0359WPRS 1,W0359,WPRS 1,50,CRSTWD_6_KUMYAY,2005-12-21T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-116.586989960290168,33.918242890108104,10674,W0360WPRS 1,W0360,WPRS 1,22.44,MTWIND_1_UNIT 3,2003-12-15T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-116.618380957276401,33.922328205696992,10675,W0361WPRS 1,W0361,WPRS 1,61.5,WHTWTR_1_WINDA1,2002-08-31T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-116.587371319382783,33.938547690385732,10676,W0364WPRS 1,W0364,WPRS 1,45,TIFFNY_1_DILLON,2008-04-18T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-116.568121331040857,33.896791018014021,10677,W0365WPRS 1,W0365,WPRS 1,7.24,GARNET_2_DIFWD1,1983-01-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-116.564045980922316,33.899985344435215,10678,W0366WPRS 1,W0366,WPRS 1,5.36,VINCNT_2_QF,1983-01-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.422510710914622,34.901295075109282,10679,W0367WPRS 1,W0367,WPRS 1,143.5,ROSMDW_2_WIND1,1984-05-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.18098526547459,35.241525414435223,10680,W0368WPRS 1,W0368,WPRS 1,135,,2009-07-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-121.793924733971537,40.88988359727739,10681,W0369WPRS 1,W0369,WPRS 1,101.2,,2010-11-19T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.364464543491863,35.034354039602313,10682,W0370WPRS 1,W0370,WPRS 1,150,ALTA4A_2_CPCW1,2010-12-29T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-121.801678569295902,38.150865716040258,10683,W0371WPRS 1,W0371,WPRS 1,36.8,BRDSLD_2_MTZUMA,2011-01-25T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.299598741029584,35.022357771178591,10684,W0372WPRS 1,W0372,WPRS 1,150,ALTA4B_2_CPCW2,2010-12-29T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.221357650112495,35.054746902989152,10685,W0374WPRS 1,W0374,WPRS 1,23,DEVERS_1_QF,1983-01-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-121.653628072634817,37.736680688178062,10686,W0375WPRS 1,W0375,WPRS 1,24,,1987-01-01T00:00:00.000Z,2015-11-01T00:00:00.000Z,WND,WT,Wind Turbine,WindTurbine
-118.28807628444217,35.087612161371233,10687,W0376WPRS 1,W0376,WPRS 1,14.9,DEVERS_1_QF,1987-01-01T00:00:00.000Z,2014-08-14T00:00:00.000Z,WND,WT,Wind Turbine,WindTurbine
-121.644037781730745,37.738438516571719,10688,W0377WPRS 1,W0377,WPRS 1,18,,2011-01-01T00:00:00.000Z,2015-11-01T00:00:00.000Z,WND,WT,Wind Turbine,WindTurbine
-121.835111790859131,38.115856298951293,10689,W0380WPRS 1,W0380,WPRS 1,15.5,,1990-01-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-116.662386260975623,33.94322518945534,10690,W0382WPRS 1,W0382,WPRS 1,9.5,,1997-01-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-121.866233379498411,38.176143510234112,10691,W0384WPRS 1,W0384,WPRS 1,153.75,BRDSLD_2_SHLO3A,1997-01-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.295500017645679,35.055350484698835,10692,W0385WPRS 1,W0385,WPRS 1,60,VINCNT_2_WESTWD,2009-01-27T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-116.572844570396839,33.926653699458249,10693,W0386WPRS 1,W0386,WPRS 1,11.56,,2005-03-31T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.304519422000141,35.004646603869872,10694,W0387WPRS 1,W0387,WPRS 1,150,ALTA4B_2_CPCW3,1984-01-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.258088331962213,35.004468522462503,10695,W0388WPRS 1,W0388,WPRS 1,102,ALTA3A_2_CPCE4,2011-03-12T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.241087307375111,34.998530111628455,10696,W0389WPRS 1,W0389,WPRS 1,168,ALTA3A_2_CPCE5,2011-04-21T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-116.351313164492367,32.701434925818653,10697,W0390WPRS 1,W0390,WPRS 1,1,,2011-04-21T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-116.461404920326586,33.878374941054098,10698,W0391WPRS 1,W0391,WPRS 1,20,CAPWD_1_QF,1983-01-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-121.803843086922399,38.108735956753378,10699,W0392WPRS 1,W0392,WPRS 1,78.2,BRDSLD_2_MTZUM2,1983-01-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.241553014679639,35.025389444739154,10700,W0393WPRS 1,W0393,WPRS 1,150,ALTA3A_2_CPCE8,2012-02-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-121.71675380874737,37.785060591934197,10701,W0394WPRS 1,W0394,WPRS 1,78.2,USWPJR_2_UNITS,1988-01-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-121.356588187127201,37.616697366111076,10702,W0395WPRS 1,W0395,WPRS 1,1.5,,1988-01-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-121.521699753565585,37.713672180120597,10703,W0396WPRS 1,W0396,WPRS 1,2,,2010-10-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-117.526532589839476,34.084944881077291,10704,W0397WPRS 1,W0397,WPRS 1,1,,2011-06-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-122.089275551386422,38.232316115363382,10705,W0398WPRS 1,W0398,WPRS 1,1.5,,2011-12-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-121.93517862839694,38.687598103647112,10706,W0399WPRS 1,W0399,WPRS 1,1,,2011-11-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-122.194197544981307,40.111212228019866,10707,W0400WPRS 1,W0400,WPRS 1,1,,2012-09-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-116.814626338425072,33.917110366292007,10708,W0401WPRS 1,W0401,WPRS 1,2,,2012-12-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-116.751310495442183,33.917556530731723,10709,W0402WPRS 1,W0402,WPRS 1,3.24,,2012-12-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-117.111408030153711,34.621307530176061,10710,W0403WPRS 1,W0403,WPRS 1,3,,2012-11-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-117.305965174151254,34.560188431818162,10711,W0404WPRS 1,W0404,WPRS 1,3.24,,2012-12-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-121.817486593456451,38.420128473374305,10712,W0405WPRS 1,W0405,WPRS 1,1,,2012-12-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.311077156811876,35.046392197128725,10713,W0406WPRS 1,W0406,WPRS 1,150,ALTA4B_2_CPCW6,2012-03-17T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.323354359934726,35.075362589458614,10714,W0407WPRS 1,W0407,WPRS 1,59.67,ENWIND_2_WIND1,2014-12-10T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.249646430249356,35.013976837451679,10715,W0408WPRS 1,W0408,WPRS 1,102,BRODIE_2_WIND,2012-03-29T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-116.062685761770368,32.747984682174831,10716,W0409WPRS 1,W0409,WPRS 1,265.44,OCTILO_5_WIND,2012-12-28T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-116.555857405017917,33.907849298234517,10717,W0413WPRS 1,W0413,WPRS 1,6,,2013-07-30T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.182024999838958,35.346011111066126,10718,W0414WPRS 1,W0414,WPRS 1,162,JAWBNE_2_NSRWND,2012-12-24T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.220841821306692,35.037091297852314,10719,W0415WPRS 1,W0415,WPRS 1,168,ALT6DN_2_WIND7,2012-12-07T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.21177405704718,35.015795518728261,10720,W0416WPRS 1,W0416,WPRS 1,132,ALT6DS_2_WIND9,2013-01-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.366723053643241,35.056943280374028,10721,W0419WPRS 1,W0419,WPRS 1,120,WNDSTR_2_WIND,2013-01-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.468199399964078,34.933316279047538,10722,W0420WPRS 1,W0420,WPRS 1,189,MANZNA_2_WIND,2012-01-28T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-121.859591668377263,38.1592448777008,10723,W0421WPRS 1,W0421,WPRS 1,102.5,BRDSLD_2_SHLO3A,2012-12-20T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-121.837699003556096,38.136979697151155,10724,W0422WPRS 1,W0422,WPRS 1,102.5,BRDSLD_2_SHLO3B,2011-12-22T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-121.617425679223928,37.759609954401874,10725,W0423WPRS 1,W0423,WPRS 1,17.98,FLOWD2_2_FPLWND,2012-12-07T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-121.655387336880494,37.804173481273587,10726,W0426WPRS 1,W0426,WPRS 1,38,WNDMAS_2_UNIT 1,2005-05-01T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
-118.394112323736636,35.090561440726773,10727,W0429WPRS 1,W0429,WPRS 1,1.5,,1983-12-24T00:00:00.000Z,2016-03-31T00:00:00.000Z,WND,WT,Wind Turbine,WindTurbine
-116.562569296122319,33.882385714279678,10728,W0430WPRS 1,W0430,WPRS 1,49,BLAST_1_WIND,1989-12-31T00:00:00.000Z,,WND,WT,Wind Turbine,WindTurbine
